RefID,Project,Location,Est Cost $M,2022-23,2023-24,0-5,5-10,0-10,0-15,10-15,15+,Challenge / Opportunity,log_cost,Region_Presented,Region_Big Rivers,Region_Central Australia,Region_East Arnhem,Region_Greater Darwin,Region_Territory Wide,Region_Top End Rural,Sub Sector_Agribusiness,Sub Sector_Air Transport,Sub Sector_Aquaculture,Sub Sector_Arts Trail,Sub Sector_Aviation Technology,Sub Sector_Civic Services,Sub Sector_Cotton,Sub Sector_Creative Industries,Sub Sector_Cruise Industry,Sub Sector_Cultural Experiences,Sub Sector_Development and Maintenance of Facilities,Sub Sector_Digital Industries,Sub Sector_Digital and Telecommunications Infrastructure,Sub Sector_Drive Market,Sub Sector_Education and Training,Sub Sector_Electricity,Sub Sector_Festivals and Major Events,Sub Sector_Fuel Storage,Sub Sector_Green and Blue Infrastructure,Sub Sector_Health,Sub Sector_Heritage Trails,Sub Sector_Horticulture,Sub Sector_Housing,Sub Sector_Industrial Subdivisions,Sub Sector_Intermodal Hubs,Sub Sector_Justice and Public Safety,Sub Sector_Lifestyle,Sub Sector_Manufacturing,Sub Sector_Marine Infrastructure,Sub Sector_Meeting Places,Sub Sector_Mining,Sub Sector_National Critical Care and Trauma Response,"Sub Sector_Parks, Reserves, Waterways","Sub Sector_Rail, Roads and Bridges",Sub Sector_Residential Subdivisions,Sub Sector_Retail and Business,Sub Sector_Space,Sub Sector_Sport and Recreation,"Sub Sector_Sporting, Recreation, Lifestyle",Sub Sector_Superyacht Industry,Sub Sector_Tourism,Sub Sector_Training Facilities,Sub Sector_Transport and Logistics,Sub Sector_Unlock the potential of the Territory's regions,Sub Sector_Waste Management,Sub Sector_Water,Sub Sector_Work stay play,Enabling Infrastructure_Other,Enabling Infrastructure_Social Infrastructure,Enabling Infrastructure_Transport and Logistics,Enabling Infrastructure_Utilities,Industry Sector_Civic Services,Industry Sector_Defence and Security,Industry Sector_Education and Training,Industry Sector_Emerging Industries,Industry Sector_Health,Industry Sector_Housing,Industry Sector_Justice and Public Safety,Industry Sector_Land,Industry Sector_Lifestyle,Industry Sector_Resources,"Industry Sector_Sporting, Recreation, Lifestyle",Industry Sector_Tourism,Industry Sector_Transport and Logistics,Industry Sector_Utilities,Category_P
8p31,Cox Peninsular - new NT Emergency Services (NTES) volunteer and storage facilities ,"-12.5488, 130.7175",2.0,2.6,3.0,,,,,,,Strengthen emergency support services in rural communities,0.3010299956639812,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8p20,Daly River - new NT Emergency Services (NTES) volunteer and storage facilities ,"-13.7505417, 130.688931",3.0,2.6,3.0,,,,,,,Strengthen emergency support services in remote communities,0.47712125471966244,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2p18,Daly River - new police station ,"-13.7505417, 130.688931",12.0,2.6,3.0,,,,,,,Support the continued delivery of quality police services in remote communities,1.0791812460476249,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2x20,Daly River regional town development - residential and commercial/industrial land release  ,"-13.5864, 130.6411",3.0,2.6,3.0,,,,,,,Enable economic development and population growth by increasing land availability,0.47712125471966244,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8p26,Gunbalanya - new NT Emergency Services (NTES) volunteer and storage facilities ,"-12.3543, 133.005",2.0,2.6,3.0,,,,,,,Strengthen emergency support services in remote communities,0.3010299956639812,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0p22,Gunbalanya - police housing,"-12.3543, 133.005",5.0,2.6,5.0,,,,,,,Support the continued delivery of quality police services in remote communities,0.6989700043360189,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
554,Gunbalanya School - replace administration building and upgrade ageing infrastructure,"-12.3543, 133.005",3.0,2.6,3.0,,,,,,,Upgrade ageing infrastructure to support the continued delivery of quality education,0.47712125471966244,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0p39,Gunbalyanya - new police complex,"-12.3543, 133.005",9.0,2.6,3.0,,,,,,,Support the continued delivery of quality police services in remote communities,0.9542425094393249,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2s18.1,"Litchfield National Park upgrades - improve access, camping facilities and amenity","-13.295675, 130.849833",5.3,2.6,3.0,,,,,,,"Value, preserve and expand historic,  cultural meeting places, increase visitation opportunities and visitor experience",0.724275869600789,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8p27,Maningrida - new NT Emergency Services (NTES) volunteer and storage facilities ,"-12.050847, 134.223625",3.0,2.6,3.0,,,,,,,Strengthen emergency support services in remote communities,0.47712125471966244,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0p15,Maningrida - stage 2 - additional police housing ,"-12.050847, 134.223625",13.0,2.6,13.0,,,,,,,Support the continued delivery of quality police services in remote communities,1.1139433523068367,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0e8,Maningrida School - new early years classrooms and play areas and upgrade and extend middle years buildings,"-12.050847, 134.223625",4.0,2.6,3.0,,,,,,,Master planned infrastructure to provide contemporary educational facilities to support growth in early years learning enrolments,0.6020599913279624,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1107,Maningrida School - refurbish upper primary buildings,"-12.050847, 134.223625",2.0,2.6,3.0,,,,,,,Upgrade ageing infrastructure to support the continued delivery of quality education,0.3010299956639812,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2s19,Mary River National Park - three new composting toilet blocks ,"-12.996373, 131.74677",5.3,2.6,3.0,,,,,,,"Value, preserve and expand historic,  cultural meeting places, increase visitation opportunities and visitor experience",0.724275869600789,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2e32,Minjilang (Mamaruni) School - replace preschool,"-11.1507, 132.5786",2.0,2.6,3.0,,,,,,,Contemporary educational infrastructure to support growth in early years learning enrolments,0.3010299956639812,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8p45,Peppimenarti - new police complex,"-14.1503, 130.0763",15.0,2.6,15.0,,,,,,,Support the continued delivery of quality police services in remote communities,1.1760912590556813,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2z2,Peppimenarti community hub ,"-14.156522, 130.081124",6.0,2.6,3.0,,,,,,,"Support council operations, community services, generate local jobs and skills training ",0.7781512503836436,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8p30,Pirlangimpi - new NT Emergency Services (NTES) volunteer and storage facilities ,"-11.4059, 130.4172",2.0,2.6,3.0,,,,,,,Strengthen emergency support services in remote communities,0.3010299956639812,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0p37,Pirlangimpi - replace police housing,"-11.4059, 130.4172",4.0,2.6,4.0,,,,,,,Support the continued delivery of quality police services in remote communities,0.6020599913279624,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1341,Robin Falls Recreation Area - day visit eco-infrastructure,"-13.1775, 131.1697",2.0,2.6,3.0,,,,,,,Develop tourism product whilst protecting the local environment,0.3010299956639812,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
774,"Tiwi Islands - develop greenfield sites for aquaculture, agriculture, tourism and industrial purposes","-11.5629, 130.7165",5.3,2.6,3.0,,,,,,,Support the development of local industry and create a sustainable economy,0.724275869600789,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8p23,Wadeye - new NT Emergency Services (NTES) volunteer and storage facilities ,"-14.2404, 129.5205",3.0,2.6,3.0,,,,,,,Strengthen emergency support services in remote communities,0.47712125471966244,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0z10,Woodycupaldiya Road - upgrade,"-13.85926, 130.00115",8.07,2.6,3.0,,,,,,,"Improve all weather access to support accessibility, growth and community safety",0.9068735347220704,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
827,Wurrumiyanga -  new police complex,"-11.758306, 130.63747",16.0,2.6,3.0,,,,,,,Support the continued delivery of quality police services in remote communities,1.2041199826559248,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
143,Across the region - new or refurbished health clinics,"-14.3514, 129.879",5.3,2.6,3.0,,,,,,,Strengthen liveability by improving infrastructure to support health services,0.724275869600789,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2b7,Adelaide River Off-Stream Water Storage (AROWS),"-12.460834, 130.84444",1200.0,2.6,3.0,,,,,,,"Support economic and population growth through a secure, reliable and cost-effective water supply",3.0791812460476247,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1345,Adelaide River Showground - develop Equestrian Centre of Excellence,"-13.1775, 131.1697",40.0,1.6,3.0,,,,,,,Develop Adelaide River as the equestrian centre for the Top End,1.6020599913279623,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2m01,Adelaide River waste transfer station,"-13.0873, 131.0472",1.0,2.6,3.0,,,,,,,Support council operations and community services,0.0,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1170,Arnhem Highway - upgrades (other than Adelaide River Floodplain),"-12.65999, 131.33723",20.0,2.6,3.0,,,,,,,"Support economic development of the tourism, defence, mining, extractive and livestock industries",1.3010299956639813,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1171,Arnhem Link Road - improve road standard,"-12.3543, 133.005",5.3,2.6,3.0,,,,,,,Improve regional and remote community connectivity,0.724275869600789,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1336,Batchelor - aged care accommodation facility - independent living,"-13.0873, 131.0472",10.0,2.6,3.0,,,,,,,"Provide a variety of contemporary, affordable and sustainable housing options for older Territorians",1.0,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1139.b,Batchelor Airport upgrade,"-13.0873, 131.0472",5.3,2.6,2.0,,,,,,,Support connectivity and improve all weather access to improve community safety and to support future growth,0.724275869600789,Top End Rural,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8m02,Batchelor to Darwin River - construct sealed arterial roads,"-12.8164, 130.9643",5.0,2.6,3.0,,,,,,,Enable economic development through improved road infrastructure ,0.6989700043360189,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8m01,"Batchelor Township Resilience and Adaptation Master Plan - support and recreational infrastructure and night lighting

","-13.1775, 131.1697",10.0,2.6,3.0,,,,,,,"Support council operations, community services, generate local jobs and skills training ",1.0,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8m07,Batchelor waste minimisation and recycling facility,"-13.0873, 131.0472",1.0,2.6,3.0,,,,,,,Support improved waste management and recycling processes,0.0,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8c07,"Cox Peninsula - bike path / boardwalk from Mandorah Jetty along beachfront to De Lissa Drive, including new beach access","-12.5488, 130.7175",2.0,2.6,3.0,,,,,,,"Strengthen a healthy, active lifestyle by improving recreation opportunities and enhance visitor experience",0.3010299956639812,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8c06,"Cox Peninsula - bike/pedestrian access path (Wagait Tower Road), linking civic spaces","-12.5488, 130.7175",2.0,2.6,3.0,,,,,,,"Strengthen a healthy, active lifestyle by improving recreation opportunities and enhance visitor experience",0.3010299956639812,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0c05,"Cox Peninsula - new extension and upgrades to council Office, Chambers and Library buildings","-12.434041, 130.742309",0.5,0.1,0.4,,,,,,,Enhance infrastructure to support development,-0.3010299956639812,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0c04,Cox Peninsula - re-seal all sealed roads in the estate,"-12.434041, 130.742309",3.0,2.6,3.0,,,,,,,"Road improvement to increase safety, support accessibility, connectivity and amenity",0.47712125471966244,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8c08,"Cox Peninsula - upgrade beach access points at end of  Erickson Crescent, Baluria Street, and Wagait Tower Road","-12.5488, 130.7175",2.0,2.6,3.0,,,,,,,"Strengthen a healthy, active lifestyle by improving recreation opportunities and enhance visitor experience",0.3010299956639812,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8w30,Gunbalanya - asbestos removal in council buildings,"-12.3543, 133.005",0.75,2.6,3.0,,,,,,,"Support council operations, community services, generate local jobs and skills training ",-0.12493873660829995,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8w38,Gunbalanya - council plant shed workshop,"-12.3543, 133.005",2.0,2.6,0.5,,,,,,,"Provide sporting, major events, art and culture to community stakeholders, building infrastructure to facilitate lighting, change rooms, amenities and sheltered grandstands.",0.3010299956639812,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8w37,Gunbalanya - council sporting oval facilities,"-12.3543, 133.005",3.8,2.6,0.8,,,,,,,Support local jobs and enhance services in regional towns and remote communities ,0.5797835966168101,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2w01,"Gunbalanya - council staff accommodation



","-12.3543, 133.005",10.0,2.6,1.5,,,,,,,"Support council operations, community services, generate local jobs and skills training ",1.0,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2w07,Gunbalanya - waste transfer station,"-12.3543, 133.005",8.0,2.6,3.0,,,,,,,"Support council operations, community services, generate local jobs and skills training ",0.9030899869919435,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8w43,Jabiru - additional council staff accommodation,"-12.671, 132.837",10.0,2.6,5.0,,,,,,,"Generate local jobs and skills training to enhance liveability, health and community outcomes",1.0,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2w09,Jabiru - new grandstand at Brockman Football Oval,"-12.671, 132.837",1.75,2.6,3.0,,,,,,,"Strengthen a healthy, active lifestyle by improving recreation and youth facilities",0.24303804868629444,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2w12,"Jabiru - upgrade pool facilities, asbestos removal in council buildings and replace all street lights with LED","-12.671, 132.837",1.0,2.6,0.7,,,,,,,"Support council operations, community services, generate local jobs and skills training ",0.0,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2w03,Jabiru - waste transfer station,"-12.671, 132.837",7.0,2.6,3.0,,,,,,,"Support council operations, community services, generate local jobs and skills training ",0.8450980400142568,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9s10,Kakadu Mobiles Co-investment Program,"-12.947, 132.439",7.5,3.0,3.0,,,,,,,Enabling connectivity and creating digital opportunity,0.8750612633917001,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1173,Kakadu road upgrades,Kakadu Highway NT Australia,53.0,2.6,3.0,,,,,,,"Improve year round accessibility, supporting the tourism industry",1.724275869600789,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8w32,Maningrida - asbestos removal in council buildings,"-12.050847, 134.223625",3.5,2.6,1.5,,,,,,,Support Council operations and generate local jobs and skills training ,0.5440680443502757,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8w52,Maningrida - concrete batching plant,"-12.050847, 134.223625",1.5,0.5,0.5,,,,,,,"Provide sporting, major events, art and culture to community stakeholders, building infrastructure to facilitate lighting, change rooms, amenities and sheltered grandstands.",0.17609125905568124,Top End Rural,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
